paper_A_doi,paper_B_doi,n_records_A,n_records_B,shared_buckets_with_value,n_shared_buckets_with_value,shared_buckets_with_range_in_A,shared_endpoint_kinds,shared_endpoint_units,shared_time_points,shared_membrane_types,compatibility_class,notes
10.1208/s12249-013-9995-4,10.1186/2050-6511-13-5,24,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1208/s12249-019-1481-1,24,10,,0,,cumulative_amount,ug/cm^2,,porcine skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1208/s12249-019-1584-8,24,10,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1248/cpb.c21-00033,24,14,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1371/journal.pone.0118536,24,3,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1371/journal.pone.0156931,24,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1523/jneurosci.15-04-02768.1995,24,9,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1523/jneurosci.5741-07.2008,24,5,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1593/neo.121890,24,4,,0,,cumulative_amount,,24h;48h;72h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.18433/j3160b,24,6,,0,,cumulative_amount,,24h;48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.21203/rs.3.rs-3773667/v1,24,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.3389/fphar.2024.1355283,24,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.3389/fphys.2016.00263,24,4,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.4103/jomfp.jomfp_253_19,24,19,,0,,,,24h;48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1007/s11095-008-9785-y,10,12,"cosolvent_pg,cosolvent_water",2,cosolvent_pg,cumulative_amount,ug/cm^2,0.5h;1.5h;2.5h,,INCOMPATIBLE,No shared membrane type.
10.1208/s12249-019-1481-1,10.1007/s11095-024-03747-6,10,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1007/s13346-022-01182-x,10,6,,0,,cumulative_amount;percent,,3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1016/j.ejpb.2020.05.013,10,12,,0,,cumulative_amount,ug/cm^2,0.75h;1.5h;2.5h;7.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1016/j.ijpharm.2016.03.043,10,27,,0,,cumulative_amount,ug/cm^2,0.583h,porcine skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1016/j.ijpharm.2019.118975,10,6,,0,,cumulative_amount,ug/cm^2,0.75h;1.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1021/acs.molpharmaceut.0c00720,10,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1038/s41598-024-57883-5,10,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1038/srep08114,10,3,,0,,cumulative_amount,,1h;2h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1039/d0ra00100g,10,8,,0,,cumulative_amount,ug/cm^2,,porcine skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1172/jci2614,10,4,,0,,cumulative_amount,ug/cm^2,0.767h;1.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1186/2050-6511-13-5,10,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1208/s12249-013-9995-4,10,24,,0,,cumulative_amount,ug/cm^2,,porcine skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1208/s12249-019-1584-8,10,10,,0,,cumulative_amount,ug/cm^2,0.5h;3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1248/cpb.c21-00033,10,14,,0,,cumulative_amount,ug/cm^2,8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1371/journal.pone.0118536,10,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1371/journal.pone.0156931,10,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1523/jneurosci.15-04-02768.1995,10,9,,0,,cumulative_amount,,0.5h;1.92h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1523/jneurosci.5741-07.2008,10,5,,0,,cumulative_amount,ug/cm^2,0.75h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.1593/neo.121890,10,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.18433/j3160b,10,6,,0,,cumulative_amount;percent,,8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.21203/rs.3.rs-3773667/v1,10,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.3389/fphar.2024.1355283,10,3,,0,,cumulative_amount,,1h;3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.3389/fphys.2016.00263,10,4,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1481-1,10.4103/jomfp.jomfp_253_19,10,19,,0,,percent,,0.541h;1.5h;2.5h;8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1007/s11095-008-9785-y,10,12,,0,,cumulative_amount,ug/cm^2,0h;3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1007/s11095-024-03747-6,10,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1007/s13346-022-01182-x,10,6,,0,,cumulative_amount,,4h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1016/j.ejpb.2020.05.013,10,12,,0,,cumulative_amount,ug/cm^2,0.25h;3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1016/j.ijpharm.2016.03.043,10,27,,0,,cumulative_amount,ug/cm^2,0.083h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1016/j.ijpharm.2019.118975,10,6,,0,,cumulative_amount,ug/cm^2,0.25h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1021/acs.molpharmaceut.0c00720,10,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1038/s41598-024-57883-5,10,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1038/srep08114,10,3,,0,,cumulative_amount,,0.5h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1039/d0ra00100g,10,8,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1172/jci2614,10,4,,0,,cumulative_amount,ug/cm^2,0.267h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1186/2050-6511-13-5,10,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1208/s12249-013-9995-4,10,24,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1208/s12249-019-1481-1,10,10,,0,,cumulative_amount,ug/cm^2,0.5h;3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1248/cpb.c21-00033,10,14,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1371/journal.pone.0118536,10,3,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1371/journal.pone.0156931,10,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1523/jneurosci.15-04-02768.1995,10,9,,0,,cumulative_amount,,0h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1523/jneurosci.5741-07.2008,10,5,,0,,cumulative_amount,ug/cm^2,0.25h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.1593/neo.121890,10,4,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.18433/j3160b,10,6,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.21203/rs.3.rs-3773667/v1,10,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.3389/fphar.2024.1355283,10,3,,0,,cumulative_amount,,0.5h;4h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.3389/fphys.2016.00263,10,4,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-019-1584-8,10.4103/jomfp.jomfp_253_19,10,19,,0,,,,0.042h;3.5h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1007/s11095-008-9785-y,14,12,,0,,cumulative_amount;flux,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1007/s11095-024-03747-6,14,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1007/s13346-022-01182-x,14,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1016/j.ejpb.2020.05.013,14,12,,0,,cumulative_amount,ug/cm^2,7.5h,silicone;silicone membrane,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1016/j.ijpharm.2016.03.043,14,27,,0,,cumulative_amount,ug/cm^2,,silicone membrane,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1016/j.ijpharm.2019.118975,14,6,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1021/acs.molpharmaceut.0c00720,14,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1038/s41598-024-57883-5,14,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1038/srep08114,14,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1039/d0ra00100g,14,8,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1172/jci2614,14,4,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1186/2050-6511-13-5,14,27,,0,,cumulative_amount;flux,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1208/s12249-013-9995-4,14,24,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1208/s12249-019-1481-1,14,10,,0,,cumulative_amount,ug/cm^2,8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1208/s12249-019-1584-8,14,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1371/journal.pone.0118536,14,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1371/journal.pone.0156931,14,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1523/jneurosci.15-04-02768.1995,14,9,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1523/jneurosci.5741-07.2008,14,5,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.1593/neo.121890,14,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.18433/j3160b,14,6,,0,,cumulative_amount,,8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.21203/rs.3.rs-3773667/v1,14,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.3389/fphar.2024.1355283,14,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.3389/fphys.2016.00263,14,4,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1248/cpb.c21-00033,10.4103/jomfp.jomfp_253_19,14,19,,0,,,,8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1007/s11095-008-9785-y,3,12,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1007/s11095-024-03747-6,3,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1007/s13346-022-01182-x,3,6,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1016/j.ejpb.2020.05.013,3,12,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1016/j.ijpharm.2016.03.043,3,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1016/j.ijpharm.2019.118975,3,6,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1021/acs.molpharmaceut.0c00720,3,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1038/s41598-024-57883-5,3,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1038/srep08114,3,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1039/d0ra00100g,3,8,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1172/jci2614,3,4,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1186/2050-6511-13-5,3,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1208/s12249-013-9995-4,3,24,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1208/s12249-019-1481-1,3,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1208/s12249-019-1584-8,3,10,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1248/cpb.c21-00033,3,14,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1371/journal.pone.0156931,3,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1523/jneurosci.15-04-02768.1995,3,9,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1523/jneurosci.5741-07.2008,3,5,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.1593/neo.121890,3,4,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.18433/j3160b,3,6,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.21203/rs.3.rs-3773667/v1,3,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.3389/fphar.2024.1355283,3,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.3389/fphys.2016.00263,3,4,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0118536,10.4103/jomfp.jomfp_253_19,3,19,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1007/s11095-008-9785-y,8,12,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1007/s11095-024-03747-6,8,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1007/s13346-022-01182-x,8,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1016/j.ejpb.2020.05.013,8,12,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1016/j.ijpharm.2016.03.043,8,27,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1016/j.ijpharm.2019.118975,8,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1021/acs.molpharmaceut.0c00720,8,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1038/s41598-024-57883-5,8,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1038/srep08114,8,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1039/d0ra00100g,8,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1172/jci2614,8,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1186/2050-6511-13-5,8,27,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1208/s12249-013-9995-4,8,24,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1208/s12249-019-1481-1,8,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1208/s12249-019-1584-8,8,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1248/cpb.c21-00033,8,14,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1371/journal.pone.0118536,8,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1523/jneurosci.15-04-02768.1995,8,9,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1523/jneurosci.5741-07.2008,8,5,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.1593/neo.121890,8,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.18433/j3160b,8,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.21203/rs.3.rs-3773667/v1,8,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.3389/fphar.2024.1355283,8,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.3389/fphys.2016.00263,8,4,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1371/journal.pone.0156931,10.4103/jomfp.jomfp_253_19,8,19,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1007/s11095-008-9785-y,9,12,,0,,cumulative_amount,,0h;1.42h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1007/s11095-024-03747-6,9,9,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1007/s13346-022-01182-x,9,6,,0,,cumulative_amount;unknown,%,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1016/j.ejpb.2020.05.013,9,12,,0,,cumulative_amount;unknown,,0.25h;1.42h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1016/j.ijpharm.2016.03.043,9,27,,0,,cumulative_amount,,0.083h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1016/j.ijpharm.2019.118975,9,6,,0,,cumulative_amount,,0.25h;1.42h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1021/acs.molpharmaceut.0c00720,9,7,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1038/s41598-024-57883-5,9,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1038/srep08114,9,3,,0,,cumulative_amount,,0.5h;1.92h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1039/d0ra00100g,9,8,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1172/jci2614,9,4,,0,,cumulative_amount;unknown,,0.267h;1.42h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1186/2050-6511-13-5,9,27,,0,,cumulative_amount;unknown,%,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1208/s12249-013-9995-4,9,24,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1208/s12249-019-1481-1,9,10,,0,,cumulative_amount,,0.5h;1.92h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1208/s12249-019-1584-8,9,10,,0,,cumulative_amount,,0h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1248/cpb.c21-00033,9,14,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1371/journal.pone.0118536,9,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1371/journal.pone.0156931,9,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.1523/jneurosci.5741-07.2008,9,5,,0,,cumulative_amount,,0.25h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
