dedup_key,doi,pmid,year,journal,title,is_oa,oa_with_pdf_url,is_caffeine,is_nicotinamide,is_lidocaine,is_ibuprofen,has_flux_term,has_cumulative_term,has_kp_term,has_lag_term,has_franz,has_ivpt_acronym,has_skin_type,has_ivivc,has_pg_pct,has_etoh_pct,has_water_pct,has_mineral_oil_pct,has_ipm_pct,has_carbopol_pct,has_hpmc_pct,has_poloxamer_pct,has_gel_word_in_title,is_review,is_in_vivo_only,is_animal_pk_only,is_iontophoresis_or_microneedle,has_percent_range,percent_value_count,multi_formulation_terms,endpoint_signal_count,method_signal_count,with_quantitative_pct_in_abstract,modelling_ready_oa,candidate_score
doi:10.1023/a:1015939100073,10.1023/a:1015939100073,2281032,1990,Pharmaceutical research,Evaluation of a noninvasive method for monitoring percutaneous absorption of lidocaine in vivo.,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,False,True,False,False,False,3,5,0,0,True,False,26.0
doi:10.1007/bf00371943,10.1007/bf00371943,2128017,1990,Archives of dermatological research,In vivo percutaneous absorption: a key role for stratum corneum/vehicle partitioning.,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,,,,,False,False,False,False,False,0,4,2,0,False,False,22.0
doi:10.1002/jps.2600800203,10.1002/jps.2600800203,1828835,1991,Journal of pharmaceutical sciences,Species differences in percutaneous absorption of nicorandil.,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,,,,False,False,False,False,False,0,2,1,1,False,False,11.05
doi:10.1002/jps.2600821107,10.1002/jps.2600821107,8289121,1993,Journal of pharmaceutical sciences,Surface recovery and stripping methods to quantify percutaneous absorption of caffeine in humans.,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,False,True,False,False,False,1,3,2,0,False,False,19.15
doi:10.1111/j.1525-1470.1993.tb00403.x,10.1111/j.1525-1470.1993.tb00403.x,8302744,1993,Pediatric dermatology,Topical lidocaine for anesthesia in patients undergoing pulsed dye laser treatment for vascular malformations.,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,False,False,False,False,False,7,1,0,0,True,False,14.15
doi:10.1021/js950219p,10.1021/js950219p,8773963,1996,Journal of pharmaceutical sciences,Metabolic approaches to enhance transdermal drug delivery. 1. Effect of lipid synthesis inhibitors.,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,False,False,False,False,False,0,1,0,1,False,False,4.3
doi:10.1021/js960079z,10.1021/js960079z,8818988,1996,Journal of pharmaceutical sciences,Synergistic effects of chemical enhancers and therapeutic ultrasound on transdermal drug delivery.,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,,,,,False,False,False,False,False,3,4,1,0,True,False,25.3
doi:10.1081/ddc-100102251,10.1081/ddc-100102251,10434134,1999,Drug development and industrial pharmacy,Influence of drug lipophilicity on terpenes as transdermal penetration enhancers.,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,0,1,0,0,False,False,4.45
doi:10.1016/s0168-3659(00)00325-4,10.1016/s0168-3659(00)00325-4,11102682,2000,Journal of controlled release : official journal of the Controlled Release Society,NMR characterisation and transdermal drug delivery potential of microemulsion systems.,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,0,5,1,1,False,False,27.5
doi:10.1016/s0378-5173(01)00830-4,10.1016/s0378-5173(01)00830-4,11604265,2001,International journal of pharmaceutics,Comparison of the effect of ultrasound and of chemical enhancers on transdermal permeation of caffeine and morphine through hairless mouse skin in vitro.,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,,,,False,False,False,False,False,0,0,1,1,False,False,3.55
doi:10.1002/1520-6017(200104)90:4<485::aid-jps1006>3.0.co;2-#,10.1002/1520-6017(200104)90:4<485::aid-jps1006>3.0.co;2-#,11170038,2001,Journal of pharmaceutical sciences,Effect of phloretin on the percutaneous absorption of lignocaine across human skin.,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,,,,False,False,False,False,False,0,2,1,1,False,False,11.55
doi:10.1213/01.ane.0000060456.91215.90,10.1213/01.ane.0000060456.91215.90,12761001,2003,Anesthesia and analgesia,Cutaneous analgesia after transdermal application of amitriptyline versus lidocaine in rats.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,False,False,False,False,False,3,5,0,0,True,False,26.65
doi:10.1016/j.ejps.2003.10.025,10.1016/j.ejps.2003.10.025,14757507,2004,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,Effect of heat on the percutaneous absorption and skin retention of three model penetrants.,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,,,,,False,False,False,False,False,0,2,1,2,False,False,15.7
doi:10.1159/000081117,10.1159/000081117,15528962,2004,Skin pharmacology and physiology,Formulation of an HPMC gel drug reservoir system with ethanol-water as a solvent system and limonene as a penetration enhancer for enhancing in vitro transdermal delivery of nicorandil.,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,,,,,False,False,False,False,False,10,8,1,0,True,False,46.7
doi:10.1016/j.jconrel.2003.11.004,10.1016/j.jconrel.2003.11.004,14980766,2004,Journal of controlled release : official journal of the Controlled Release Society,New microemulsion vehicle facilitates percutaneous penetration in vitro and cutaneous drug bioavailability in vivo.,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,,,,,False,False,False,False,False,0,5,1,1,False,False,23.7
doi:10.1186/1475-925x-4-40,10.1186/1475-925x-4-40,15992411,2005,BioMedical Engineering OnLine,A two-dimensional mathematical model of non-linear dual-sorption of percutaneous drug absorption.,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,0,29,3,0,False,False,125.75
doi:10.1248/bpb.28.1689,10.1248/bpb.28.1689,16141541,2005,Biological & pharmaceutical bulletin,Effect of sucrose fatty acid esters on transdermal permeation of lidocaine and ketoprofen.,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,,,,,False,False,False,False,False,6,6,1,1,True,False,36.75
doi:10.1159/000087607,10.1159/000087607,16113596,2005,Skin pharmacology and physiology,In vivo evaluation of limonene-based transdermal therapeutic system of nicorandil in healthy human volunteers.,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,,,,,False,False,False,False,False,2,5,1,1,True,False,28.75
doi:10.1208/aapsj070120,10.1208/aapsj070120,16146342,2005,The AAPS journal,Release and permeation kinetics of caffeine from bioadhesive transdermal films.,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,0,1,0,0,False,False,4.75
doi:10.1080/03639040500216147,10.1080/03639040500216147,16221607,2005,Drug development and industrial pharmacy,Skin permeation of lidocaine from crystal suspended oily formulations.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,True,3,8,0,0,False,False,40.75
doi:10.1080/03639040500528939,10.1080/03639040500528939,16638680,2006,Drug development and industrial pharmacy,Effect of nerodilol and carvone on in vitro permeation of nicorandil across rat epidermal membrane.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,,,,,False,False,False,False,False,15,3,1,0,True,False,26.8
doi:10.1248/cpb.54.481,10.1248/cpb.54.481,16595949,2006,Chemical & pharmaceutical bulletin,Enhanced skin permeation of salicylate by ion-pair formation in non-aqueous vehicle and further enhancement by ethanol and l-menthol.,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,,,,,False,False,False,False,False,3,2,2,1,True,False,20.8
doi:10.1016/j.ijpharm.2005.10.027,10.1016/j.ijpharm.2005.10.027,16321488,2006,International journal of pharmaceutics,Evaluation of chemical enhancers in the transdermal delivery of lidocaine.,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,,,,,False,False,False,False,False,3,4,1,1,True,False,25.8
doi:10.1016/j.ijpharm.2006.02.042,10.1016/j.ijpharm.2006.02.042,16600539,2006,International journal of pharmaceutics,"In vitro transdermal delivery of caffeine, theobromine, theophylline and catechin from extract of Guarana, Paullinia Cupana.",False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,,,,,False,False,False,False,False,0,7,1,2,False,False,35.8
doi:10.1016/j.cis.2006.05.014,10.1016/j.cis.2006.05.014,16843424,2006,Advances in colloid and interface science,Microemulsions as transdermal drug delivery vehicles.,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,True,False,False,True,False,1,14,0,0,False,False,57.8
doi:10.1080/03639040701199258,10.1080/03639040701199258,18058312,2007,Drug development and industrial pharmacy,Conjugates of unsaturated fatty acids with propylene glycol as potentially less-irritant skin penetration enhancers.,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,,,,,False,False,False,False,False,0,3,1,1,False,False,15.85
doi:10.1080/03639040601150211,10.1080/03639040601150211,17523008,2007,Drug development and industrial pharmacy,Potential mucoadhesive dosage form of lidocaine hydrochloride: II. In vitro and in vivo evaluation.,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,,,,False,False,False,False,False,0,2,0,1,False,False,12.85
doi:10.1016/j.ejpb.2007.12.008,10.1016/j.ejpb.2007.12.008,18207718,2008,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,"Association of nicotinamide with parabens: effect on solubility, partition and transdermal permeation.",False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,0,3,1,0,False,False,15.9
doi:10.1016/j.ejpb.2007.06.005,10.1016/j.ejpb.2007.06.005,17618097,2008,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,Effect of abrasion induced by a rotating brush on the skin permeation of solutes with varying physicochemical properties.,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,False,False,False,True,False,0,1,0,1,False,False,4.9
doi:10.1016/j.ijpharm.2007.07.047,10.1016/j.ijpharm.2007.07.047,17904775,2008,International journal of pharmaceutics,Linker-based lecithin microemulsions for transdermal delivery of lidocaine.,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,2,1,1,0,False,False,9.9
doi:10.1177/026119290803600208,10.1177/026119290803600208,18522485,2008,Alternatives to laboratory animals : ATLA,The Physicochemical Parameters of Marker Compounds and Vehicles for Use in <i>In Vitro</i> Percutaneous Absorption Studies,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,False,False,False,False,False,0,3,0,1,False,False,12.9
doi:10.1080/03639040802005040,10.1080/03639040802005040,19065312,2009,Drug development and industrial pharmacy,"Effect of several electrolyzed waters on the skin permeation of lidocaine, benzoic Acid, and isosorbide mononitrate.",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False,False,0,3,0,0,False,False,12.95
doi:10.1016/j.ijpharm.2009.07.007,10.1016/j.ijpharm.2009.07.007,19616085,2009,International journal of pharmaceutics,Natural surfactant-based topical vehicles for two model drugs: Influence of different lipophilic excipients on in vitro/in vivo skin performance.,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,False,False,False,False,False,0,14,0,0,False,False,56.95
